Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,315.0,315.0,306.20001220703125,306.6000061035156,300.51922607421875,15721297
2019-01-03,304.0,309.3999938964844,302.79998779296875,305.0,298.9508972167969,16420034
2019-01-04,300.3999938964844,311.0,300.3999938964844,310.6000061035156,304.4398498535156,19329055
2019-01-07,318.0,318.79998779296875,313.6000061035156,317.6000061035156,311.301025390625,24890962
2019-01-08,318.0,318.6000061035156,312.0,315.6000061035156,309.3407287597656,16264928
2019-01-09,319.79998779296875,327.6000061035156,319.3999938964844,327.6000061035156,321.1026611328125,31878589
2019-01-10,329.0,329.79998779296875,323.20001220703125,329.0,322.47491455078125,24908010
2019-01-11,330.79998779296875,334.6000061035156,329.20001220703125,331.20001220703125,324.6313171386719,20145214
2019-01-14,329.6000061035156,329.6000061035156,320.20001220703125,321.79998779296875,315.417724609375,18977242
2019-01-15,325.0,330.79998779296875,323.20001220703125,330.0,323.4551086425781,16953757
2019-01-16,330.0,331.0,325.20001220703125,331.0,324.43524169921875,16392202
2019-01-17,335.0,338.0,330.6000061035156,331.20001220703125,324.6313171386719,23148086
2019-01-18,335.0,337.79998779296875,333.79998779296875,337.0,330.3162536621094,15656802
2019-01-21,338.0,344.3999938964844,336.20001220703125,340.0,333.25677490234375,19062984
2019-01-22,342.0,342.0,330.79998779296875,335.79998779296875,329.1400451660156,21039177
2019-01-23,330.6000061035156,335.6000061035156,330.6000061035156,333.20001220703125,326.59161376953125,16410980
2019-01-24,332.20001220703125,333.0,326.79998779296875,330.20001220703125,323.6511535644531,17113453
2019-01-25,335.0,343.79998779296875,333.3999938964844,343.79998779296875,336.9813537597656,31534946
2019-01-28,344.3999938964844,349.0,340.3999938964844,341.6000061035156,334.8250427246094,22241461
2019-01-29,339.20001220703125,342.79998779296875,336.79998779296875,342.3999938964844,335.609130859375,15798763
2019-01-30,342.0,344.20001220703125,339.0,344.20001220703125,337.3735046386719,13088458
2019-01-31,349.79998779296875,351.0,345.20001220703125,346.0,339.1377868652344,24188407
2019-02-01,352.0,352.0,345.3999938964844,348.0,341.09808349609375,13972725
2019-02-04,349.0,349.0,344.79998779296875,347.6000061035156,340.7060546875,5855460
2019-02-08,343.20001220703125,347.3999938964844,338.0,345.6000061035156,338.7457275390625,14903478
2019-02-11,346.0,352.79998779296875,343.79998779296875,352.0,345.01873779296875,17350791
2019-02-12,350.79998779296875,353.0,348.20001220703125,351.3999938964844,344.4306335449219,15005092
2019-02-13,349.20001220703125,350.3999938964844,345.3999938964844,347.79998779296875,340.90203857421875,22880021
2019-02-14,345.6000061035156,345.79998779296875,340.6000061035156,341.79998779296875,335.02105712890625,19274742
2019-02-15,338.0,340.0,331.20001220703125,333.79998779296875,327.1797180175781,18555426
2019-02-18,335.0,341.3999938964844,335.0,339.79998779296875,333.06072998046875,12040177
2019-02-19,341.79998779296875,343.79998779296875,336.79998779296875,336.79998779296875,330.1202392578125,9309584
2019-02-20,340.0,344.20001220703125,334.79998779296875,341.0,334.2369079589844,17102440
2019-02-21,339.0,343.79998779296875,338.79998779296875,343.20001220703125,336.393310546875,11802629
2019-02-22,338.3999938964844,344.0,338.20001220703125,344.0,337.17742919921875,13745950
2019-02-25,348.0,348.79998779296875,341.6000061035156,343.79998779296875,336.9813537597656,17178146
2019-02-26,345.0,345.20001220703125,339.79998779296875,343.0,336.197265625,13827959
2019-02-27,343.0,344.79998779296875,339.0,340.20001220703125,333.45281982421875,15784631
2019-02-28,342.0,342.6000061035156,334.6000061035156,335.79998779296875,329.1400451660156,18723997
2019-03-01,337.3999938964844,341.0,333.3999938964844,336.20001220703125,329.53216552734375,17006913
2019-03-04,337.0,348.6000061035156,335.0,346.79998779296875,339.9219055175781,28589024
2019-03-05,345.79998779296875,362.0,343.79998779296875,361.3999938964844,354.2323303222656,36623409
2019-03-06,365.20001220703125,370.0,359.20001220703125,362.0,354.8204345703125,29873868
2019-03-07,361.79998779296875,361.79998779296875,353.20001220703125,355.20001220703125,348.1553039550781,17270705
2019-03-08,348.0,351.6000061035156,343.20001220703125,347.0,340.117919921875,25866691
2019-03-11,350.0,356.6000061035156,347.3999938964844,354.79998779296875,347.7632141113281,18392591
2019-03-12,363.0,363.0,358.3999938964844,361.0,353.84027099609375,16382668
